NAME,STATUS,WATERSHED,COUNCIL_DI,PRIMARY_FE,SW_TREE_TR,SW_PLANTER,SW_BUMPOUT,RAIN_GARDE,SW_BASIN,INFILTRATI,POROUS_PAV,SWALE,SW_WETLAND,CISTERN_RA,GREEN_ROOF,OTHER,LINK,LONGITUDE,LATITUDE,LINK_1,LINK_2,LAT,LNG
57th St and Pentridge St (Longstreth School),In Construction,Cobbs-Darby,3,Stormwater Planter,1 Stormwater Tree Trench,4 Stormwater Planters, , , , , , , , , , ,alt,-75.23236236,39.94039012,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater-planter,39.9403981811,-75.232364156
"56th St, 57th St, Race St, and Vine St (Daroff School)",Constructed,Cobbs-Darby,4,Stormwater Tree Trench,4 Stormwater Tree Trenches,1 Stormwater Planter,1 Stormwater Bumpout, , , ,1 Porous Paving Project, , , , , ,alt,-75.23299532,39.96496227,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9649703368,-75.232997111
56th from Greenway to Paschall,In Design,Schuylkill,3,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.22176512,39.93447502,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.93448308,-75.2217669063
53rd St and Peach St (Mastery Charter School),In Construction,Schuylkill,3,Stormwater Tree Trench,3 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.22849319,39.97635233,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9763603984,-75.2284949856
"52nd, 53rd, Gainor, and Diamond",In Design,Schuylkill,4,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.23266604,39.9894515,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9894595743,-75.2326678352
"52nd St, 53rd St, Pine St, and Osage St (Samuel B. Huey Elementary School)",Constructed,Cobbs-Darby,3,Stormwater Tree Trench,3 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.22726664,39.95339285,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9534009162,-75.2272684305
50th,In Design,"Cobbs-Darby,Schuylkill",3,Other, , , , , , , , , , , , ,alt,-75.22391829,39.94963371,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools,39.9496417679,-75.2239200791
"4th St, 5th St, Federal St, and Washington Ave (Sacks Playground)",Constructed,Delaware,1,Stormwater Tree Trench,3 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.1517107,39.93397345,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.933981513,-75.1517124669
4th St and Cambridge St (Bodine High School),Constructed,Delaware,1,Stormwater Tree Trench,3 Stormwater Tree Trenches,3 Stormwater Planters, , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.14297221,39.96861635,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9686244233,-75.1429739777
"49th St, Parrish St, and Ogden St (James Rhoads School)",In Construction,Schuylkill,3,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.21954068,39.96744004,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9674481074,-75.2195424705
"47th St, 48th St, Wyalusing Ave (Muhammed Square)",In Construction,Schuylkill,3,Stormwater Tree Trench,3 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.21670797,39.9713802,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9713882676,-75.2167097553
47th & Grays Ferry,Constructed,Schuylkill,3,Rain Garden, , , ,1 Rain Garden, , , , , , , , ,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/projects/traffic_triangle_47th_grays,-75.20883882,39.94143397,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden,39.9414420364,-75.2088406083
43rd St (Clark Park),In Design,Schuylkill,3,Infiltration/Storage Trench, , , , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.2091564,39.94897126,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench,39.9489793259,-75.209158189
43rd St & 45th St,In Design,Schuylkill,3,Stormwater Tree Trench,3 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.20966822,39.95771022,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9577182825,-75.209670005
40th and Baltimore,In Design,Schuylkill,3,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.20296562,39.94935164,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9493597035,-75.2029673987
3rd St and Fairmount Ave Intersection,Constructed,Delaware,1,Stormwater Tree Trench,1 Stormwater Tree Trench, ,1 Stormwater Bumpout, , , , , , , , , ,alt,-75.14321568,39.96287658,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9628846497,-75.1432174402
37th & Mt Vernon Playground,In Design,Schuylkill,3,Rain Garden, , , ,1 Rain Garden, ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.19650377,39.9639692,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden,39.9639772645,-75.1965055528
33rd & Dauphin SEPTA Bus Stop Loop,In Construction,Schuylkill,4,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.18600294,39.99094242,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9909504944,-75.1860047225
29th & Cambria PWD Facility Employee Parking Lot,In Design,Delaware,4,Stormwater Tree Trench,1 Stormwater Tree Trench,1 Stormwater Planter, , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.17726543,39.99934828,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.999356355,-75.1772672094
27th St from Indiana to Toronto,In Construction,Delaware,4,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.17442003,40.00163942,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0016474932,-75.1744218058
24th St and Wolf St (Smith Playground),Constructed,Schuylkill,2,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.18737152,39.92529842,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9253064747,-75.1873732979
24th St and Diamond St (Dick Elementary School),In Construction,Delaware,5,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.17360061,39.98615529,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9861633658,-75.1736023891
"23rd St, 24th St, and Jackson (E.H. Vare Middle School)",Constructed,Schuylkill,2,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.18541908,39.92575871,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9257667682,-75.1854208519
"22nd, Carpenter, Montrose (Julian Abele Park)",Constructed,Schuylkill,2,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.1787228,39.94082595,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.940834011,-75.1787245738
"22nd St, Cecil B Moore Ave (Martin Luther King Recreation Center)",Constructed,Delaware,5,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.17006261,39.98103225,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9810403186,-75.1700643857
21st St from Venango to Pacific,Constructed,Delaware,8,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.16289153,40.00949962,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0095077002,-75.1628933022
"20th, Limekiln, Ridley, and 65th (Kinsey School)",In Design,TTF,9,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.1521284,40.05361493,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0536230121,-75.1521301746
"19th, Haines (Rowen William School)",In Design,TTF,9,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.14813961,40.05838013,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0583882171,-75.1481413793
"18th St, 19th St, Ellsworth St, and Washington Ave (Chew Playground)",Constructed,Delaware,2,Stormwater Tree Trench,4 Stormwater Tree Trenches, ,2 Stormwater Bumpouts, , , , , , , , , ,alt,-75.17406306,39.93824286,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9382509221,-75.1740648317
"18th St, 19th St, and Bigler St (Barry Playground)",In Construction,Schuylkill,2,Stormwater Tree Trench,5 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.17893691,39.91578732,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9157953822,-75.1789386805
"16th St, Sydenham St, and Cumberland St (HM Stanton School)",In Design,Delaware,5,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.15802697,39.99168723,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9916952994,-75.1580287391
16th St between Passyunk Ave and Jackson St,Constructed,Schuylkill,2,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.17308653,39.92419696,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9242050231,-75.1730882988
"13th St, Porter St, and Moyamensing Ave (A.S. Jenks School)",Constructed,Delaware,1,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.16796088,39.91870303,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9187110886,-75.1679626461
12th St from Dickinson St to Tasker St,Constructed,Delaware,1,Stormwater Tree Trench,2 Stormwater Tree Trenches,1 Stormwater Planter, , , , , , , , , , ,alt,-75.1640655,39.93053283,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9305408899,-75.1640672653
12th St and Reed St (Columbus Square),Constructed,Delaware,1,Rain Garden, , , ,1 Rain Garden, , , , , , , , ,alt,-75.16478579,39.93307292,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden,39.9330809835,-75.1647875564
12th and Cambria Recreation Center,In Design,Delaware,5,Infiltration/Storage Trench, , , , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.14926039,39.99684149,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench,39.9968495639,-75.1492621562
10th St from Wilder St to Reed St,Constructed,Delaware,1,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.16110706,39.93150006,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9315081247,-75.1611088291
10th St and Jefferson St (Dendy Recreation Center),In Construction,Delaware,5,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.15080116,39.97557324,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9755813126,-75.1508029324
Springside School,Constructed,Wissahickon,8,Rain Garden, , , ,Rain Garden, , , , , , , , ,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/projects/springside_school,-75.21389645,40.06040377,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/projects/springside_school,40.0604118543,-75.2138982453
Vacant Land - 5th and Norris Streets,Constructed,Delaware,7,Other, , , , , , , , , , , ,Other Project,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools,-75.14254675,39.98134637,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools,39.9813544426,-75.1425485125
